Configurations	Weights(%)
0.1.2.3.6.8	0.0
0.1.2.3.6.9	0.0
0.1.2.3.7.8	0.0
0.1.2.3.7.9	0.0
0.1.2.4.6.7	0.0
0.1.2.4.6.8	0.0
0.1.2.4.6.9	0.0
0.1.2.4.7.8	0.0
0.1.2.4.7.9	0.0
0.1.2.4.8.9	0.0
0.1.2.5.6.7	-4.33
0.1.2.5.6.8	-5.01
0.1.2.5.6.9	-4.2
0.1.2.5.7.8	-4.81
0.1.2.5.7.9	-4.77
0.1.2.5.8.9	-4.31
0.1.2.6.7.8	0.0
0.1.2.6.7.9	0.0
0.1.2.6.8.9	0.0
0.1.2.7.8.9	0.0
0.1.3.4.6.7	0.0
0.1.3.4.6.8	0.0
0.1.3.4.6.9	0.0
0.1.3.4.7.8	0.0
0.1.3.4.7.9	0.0
0.1.3.4.8.9	0.0
0.1.3.5.6.7	-4.4
0.1.3.5.6.8	-4.73
0.1.3.5.6.9	-4.59
0.1.3.5.7.8	-4.48
0.1.3.5.7.9	-5.29
0.1.3.5.8.9	-4.73
0.1.3.6.7.8	0.0
0.1.3.6.7.9	0.0
0.1.3.6.8.9	0.0
0.1.3.7.8.9	0.0
0.1.4.5.6.8	-4.92
0.1.4.5.6.9	-4.34
0.1.4.5.7.8	-4.75
0.1.4.5.7.9	-4.89
0.1.4.6.7.8	0.0
0.1.4.6.7.9	0.0
0.1.4.6.8.9	0.0
0.1.4.7.8.9	0.0
0.1.5.6.7.8	-4.88
0.1.5.6.7.9	-4.55
0.1.5.6.8.9	-4.11
0.1.5.7.8.9	-4.66
0.2.3.4.6.7	0.0
0.2.3.4.6.8	0.0
0.2.3.4.6.9	0.0
0.2.3.4.7.8	0.0
0.2.3.4.7.9	0.0
0.2.3.4.8.9	0.0
0.2.3.5.6.7	-4.28
0.2.3.5.6.8	-4.66
0.2.3.5.6.9	-4.08
0.2.3.5.7.8	-4.45
0.2.3.5.7.9	-4.69
0.2.3.5.8.9	-4.19
0.2.3.6.7.8	0.0
0.2.3.6.7.9	0.0
0.2.3.6.8.9	0.0
0.2.3.7.8.9	0.0
0.2.4.5.6.7	-4.27
0.2.4.5.6.8	-5.22
0.2.4.5.6.9	-4.08
0.2.4.5.7.8	-5.03
0.2.4.5.7.9	-4.58
0.2.4.5.8.9	-4.17
0.2.4.6.7.8	0.0
0.2.4.6.7.9	0.0
0.2.4.6.8.9	0.0
0.2.4.7.8.9	0.0
0.2.5.6.7.8	-5.02
0.2.5.6.7.9	-4.2
0.2.5.6.8.9	-3.79
0.2.5.7.8.9	-4.29
0.2.6.7.8.9	0.0
0.3.4.5.6.7	-4.18
0.3.4.5.6.8	-4.56
0.3.4.5.6.9	-4.2
0.3.4.5.7.8	-4.38
0.3.4.5.7.9	-4.79
0.3.4.5.8.9	-4.32
0.3.4.6.7.8	0.0
0.3.4.6.7.9	0.0
0.3.4.6.8.9	0.0
0.3.4.7.8.9	0.0
0.3.5.6.7.8	-4.6
